x,f(x)
4.440706476030278,4.403874813710879
4.116904962153069,4.403874813710879
3.8057190916736756,4.374068554396423
3.3389402859545836,4.307004470938897
3.027754415475189,4.232488822652757
2.7333894028595456,4.150521609538003
2.485281749369218,4.068554396423249
2.2750210260723294,3.97913561847988
2.0689655172413794,3.86736214605067
1.87973086627418,3.748137108792846
1.7073170731707317,3.591654247391952
1.5306980656013456,3.412816691505216
1.383515559293524,3.2339791356184797
1.2531539108494534,3.0402384500745154
1.1606391925988224,2.883755588673621
1.0681244743481917,2.675111773472429
0.9840201850294363,2.5260804769001486
0.8620689655172412,2.4217585692995525
0.7569386038687973,2.3174366616989563
0.6686291000841043,2.2354694485842024
0.5803195962994112,2.146050670640834
0.4920100925147183,2.06408345752608
0.4121110176619007,1.9597615499254837
0.3238015138772077,1.8554396423248876
0.2396972245584525,1.736214605067064
0.17241379310344823,1.6095380029806257
0.1009251471825063,1.4679582712369594
0.07148864592094197,1.2816691505216093
0.046257359125315395,1.132637853949329
0.07569386038687974,0.9538002980625926
0.10933557611438181,0.78241430700447
0.17241379310344823,0.648286140089418
0.24810765349032798,0.5290611028315944
0.3448275862068965,0.40983606557376984
0.44575273338940286,0.3055141579731737
0.5550883095037846,0.216095380029806
0.6854499579478553,0.14157973174366578
0.8242220353238014,0.05961251862891093
0.95878889823381,-0.029806259314455907
1.169049621530698,-0.11177347242921076
1.366694701429773,-0.19374068554396473
1.5979814970563497,-0.2757078986587187
1.829268292682927,-0.3502235469448589
2.2035323801513877,-0.3800298062593148
2.5441547518923464,-0.4098360655737707
2.8132884777123635,-0.41728763040238537
3.0782169890664424,-0.4321907600596129
3.2884777123633304,-0.4321907600596129
3.6459209419680403,-0.43964232488822663
3.9486963835155593,-0.4470938897168413
4.268292682926829,-0.4470938897168413
4.56686291000841,-0.45454545454545503
